,scenario_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type,strategy
59,14,p119,63.358000000000004,34.9801,57.3421,45.1742,1.0308475396488075,1.189924380547218,441.0,421.0,1,0
60,14,p120,63.6965,35.1697,58.8582,45.7315,0.9304697415821752,1.3498779546435382,438.0,421.0,1,0
61,15,v13,23.0007,11.9847,83.8432,53.7899,2.3813,1.9727189348308178,504.0,406.0,2,1
62,15,p63,52.9339,27.1918,47.6901,40.8662,1.3996078379317545,1.116936789659443,471.0,442.0,1,1
63,16,v13,23.0007,11.9847,83.8432,53.7899,2.3813,1.9727189348308178,504.0,406.0,2,1
64,16,v14,20.0139,9.3017,80.5986,49.7736,4.2232,2.5422551726007994,520.0,436.0,2,1
65,16,p41,50.0263,40.5485,54.2127,27.066,1.0736705360584315,1.6105378629792773,464.0,447.0,1,0
66,16,p42,46.8612,39.9235,49.6283,26.0485,1.1785238436281211,1.3519458682043208,466.0,445.0,1,0
67,16,p43,50.0413,41.3907,53.4466,28.1657,1.1684412907801573,1.4952766449492876,468.0,450.0,1,0
68,16,p44,48.4323,41.0425,54.4917,26.1445,0.6288086592915209,1.305311049191778,476.0,450.0,1,1
69,16,p45,48.2349,40.5071,54.0337,26.3604,0.6168415112490404,1.1668963493465574,478.0,449.0,1,1
70,16,p64,54.5846,28.8669,52.5558,40.2766,1.6879988921797313,1.5661945233970247,481.0,466.0,1,0
71,17,v14,20.0139,9.3017,80.5986,49.7736,4.2232,2.5422551726007994,520.0,436.0,2,1
72,17,p66,54.1942,28.9128,49.486999999999995,41.5735,1.0623012049320097,1.4675330527727841,506.0,475.0,1,1
73,18,v36,80.9718,54.0113,29.0965,23.2666,7.2001,4.5172622990160445,499.0,461.0,2,1
74,18,p121,64.4647,36.6719,60.1104,47.068999999999996,1.40148334631561,1.4709951202400897,478.0,459.0,1,1
75,19,v37,83.6317,55.413999999999994,30.4566,24.1256,3.7015,2.800071702765948,530.0,472.0,2,1
76,19,p66,54.1942,28.9128,49.486999999999995,41.5735,1.0623012049320097,1.4675330527727841,506.0,475.0,1,1
77,20,v37,83.6317,55.413999999999994,30.4566,24.1256,3.7015,2.800071702765948,530.0,472.0,2,1
78,20,p46,47.6631,39.356,50.7122,24.8117,0.39808152431380184,1.5508747623041625,525.0,500.0,1,1
79,20,p47,48.4422,40.1174,51.6772,25.1647,0.7189353030697546,1.4412012655888198,527.0,500.0,1,1
80,20,p48,48.3645,40.973,55.3867,29.665,0.7693077992585283,1.1895539251755738,528.0,505.0,1,1
81,20,p67,54.7676,30.4849,52.818000000000005,40.25,0.47165550987982746,1.095559846400192,517.0,489.0,1,1
82,20,p68,54.9375,29.7782,51.7354,40.7512,1.2484275709867994,1.1677338299637918,517.0,496.0,1,0
83,21,v38,82.337,54.6739,29.1724,23.5019,3.7469,3.4030131423777057,557.0,515.0,2,1
84,21,p160,61.9501,45.3412,67.0419,34.9672,0.1487231320272674,1.6622585980159015,549.0,517.0,1,1
85,22,v38,82.337,54.6739,29.1724,23.5019,3.7469,3.4030131423777057,557.0,515.0,2,1
86,22,p122,68.3845,38.0029,58.2769,44.8027,1.2119786961824042,1.135782183162222,537.0,514.0,1,0
87,23,v38,82.337,54.6739,29.1724,23.5019,3.7469,3.4030131423777057,557.0,515.0,2,1
88,23,p49,48.1618,40.4662,50.8206,25.072,0.7824356075741953,1.073720583434871,559.0,526.0,1,1
89,23,p50,47.2283,40.1491,50.0858,24.2453,0.7502487654105137,1.2305759165144843,558.0,526.0,1,1
90,24,v38,82.337,54.6739,29.1724,23.5019,3.7469,3.4030131423777057,557.0,515.0,2,1
91,24,p70,53.8197,26.575,49.2478,40.8287,0.9926541442012923,0.8983346774789593,568.0,531.0,1,1
92,24,p71,54.0745,26.9216,50.357,39.9103,1.0479167237905882,0.9266940660229693,564.0,531.0,1,1
93,25,v15,20.4509,10.8072,84.605,52.9655,6.5255,4.58133217432574,579.0,536.0,2,1
94,25,p49,48.1618,40.4662,50.8206,25.072,0.7824356075741953,1.073720583434871,559.0,526.0,1,1
95,25,p50,47.2283,40.1491,50.0858,24.2453,0.7502487654105137,1.2305759165144843,558.0,526.0,1,1
96,26,v39,83.715,55.1793,29.7287,23.9726,4.1173,3.0498785064312237,575.0,522.0,2,1
97,26,p161,73.1231,53.0881,67.5577,36.7903,1.424017935280311,1.4505523431357394,552.0,527.0,1,0
98,26,p162,66.9526,49.2798,67.2909,35.4843,1.1254004442863883,1.340239325223462,553.0,531.0,1,1
99,26,p163,66.7164,50.1,66.8976,34.5198,1.2989584327452515,1.3033611347913696,555.0,530.0,1,0
100,27,v16,20.0471,9.5835,84.182,52.2419,4.1595,3.681532609680025,589.0,539.0,2,1
101,27,p51,50.2499,39.9201,53.1817,24.9228,1.1081762540318216,1.381326122163837,575.0,553.0,1,0
102,27,p52,49.3001,41.1421,51.963,25.7808,1.063617811998276,1.3458856727865876,573.0,550.0,1,0
103,28,v40,36.5612,23.3585,77.5015,47.7366,0.1431,1.725115698949378,652.0,582.0,2,1
104,28,p53,47.0862,39.8887,46.4618,22.151,0.8214692021007238,1.1080356103109184,601.0,567.0,1,1
105,28,p54,46.1625,40.1041,45.3433,23.2758,0.834124049527407,1.1124912807759282,600.0,567.0,1,1
106,29,v41,27.0653,15.7423,77.1148,48.1583,1.9681,2.4250643666297664,658.0,599.0,2,1
107,29,p225,41.1,20.4288,28.4111,27.337,0.6036998012257416,1.066317929947084,632.0,600.0,1,1
108,29,p226,38.6972,19.3151,25.2537,24.7825,1.4623909361042964,1.1826799145315745,631.0,603.0,1,0
109,30,v68,82.7697,54.2524,22.1442,18.3095,1.2321,2.365795782134314,692.0,624.0,2,1
110,30,p228,31.0093,13.5491,29.1317,27.941,2.128193752927585,1.5990508837138386,689.0,668.0,1,0
111,31,v69,76.0399,50.5382,23.8441,19.8303,1.9586,2.7894864741852636,696.0,647.0,2,1
112,31,p177,42.4915,36.3709,41.9355,17.8737,1.1252204628427267,1.4453512136641222,707.0,673.0,1,1
113,32,v45,23.7083,12.2298,79.816,49.2782,2.3077,2.0927612571116976,757.0,677.0,2,1
114,32,p183,50.2952,41.281000000000006,56.0116,34.9782,1.1714365753210885,1.6295201715332788,717.0,707.0,1,0
115,32,p184,50.9446,41.0721,56.4593,35.5738,1.1324757392544886,1.6466631053187157,717.0,708.0,1,0
116,33,v49,21.9602,11.2644,79.7927,50.4261,3.8266,2.984524148018826,806.0,749.0,2,1
117,33,p188,44.6879,38.0463,48.9146,25.3002,1.6238268934834155,1.610973872987448,774.0,750.0,1,1
118,34,v51,31.0745,17.8331,76.8331,47.8535,4.2919,1.981082100746606,847.0,763.0,2,1
119,34,p189,48.6171,40.7565,54.571999999999996,29.3681,0.9924755412603375,1.0978703205266556,794.0,750.0,1,1
120,34,p191,48.5421,40.0582,55.1368,30.253,1.1982804346228808,1.2208681768066105,792.0,770.0,1,1
121,34,p192,50.6303,40.8018,56.1701,34.4737,1.4893491531538197,1.5539701253496798,790.0,779.0,1,0
122,35,v51,31.0745,17.8331,76.8331,47.8535,4.2919,1.981082100746606,847.0,763.0,2,1
123,35,p193,52.227,40.5194,55.8591,34.7543,0.6796131325982451,0.9524519291676903,804.0,785.0,1,1
124,35,p194,49.2882,40.29,54.5125,29.7946,1.4797378044775367,1.5787244026499985,808.0,793.0,1,0
125,36,v73,79.2738,52.661,27.1615,22.0969,3.6334,3.364541485294413,816.0,770.0,2,1
126,36,p193,52.227,40.5194,55.8591,34.7543,0.6796131325982451,0.9524519291676903,804.0,785.0,1,1
127,37,v74,74.7195,49.9122,22.6055,18.8597,3.1458,3.025631461998358,833.0,781.0,2,1
128,37,p197,49.7677,40.8681,55.313,29.1564,1.059816531292091,1.337560825907975,827.0,805.0,1,1
129,38,v74,74.7195,49.9122,22.6055,18.8597,3.1458,3.025631461998358,833.0,781.0,2,1
130,38,v75,75.0729,50.4249,22.5978,18.7103,2.9053,3.3438692252402715,836.0,786.0,2,1
131,38,p292,68.05199999999999,36.3402,67.2396,49.8982,1.2043197997209878,1.2016398973937763,809.0,785.0,1,1
132,38,p325,64.9798,47.5904,72.5117,40.0435,0.5356182409141794,0.9207930344771446,838.0,797.0,1,1
133,39,v74,74.7195,49.9122,22.6055,18.8597,3.1458,3.025631461998358,833.0,781.0,2,1
134,39,p197,49.7677,40.8681,55.313,29.1564,1.059816531292091,1.337560825907975,827.0,805.0,1,1
135,40,v77,73.1779,48.3516,25.0741,20.9713,3.9283,3.6571686791739104,865.0,828.0,2,1
136,40,p199,49.354,40.809,55.2795,29.6112,0.5334155040866361,1.113358652191574,861.0,832.0,1,1
137,40,p233,55.8044,35.6578,52.0898,40.9266,0.7196347128925897,1.4393488766045126,847.0,836.0,1,1
138,41,v52,25.2047,13.9547,80.4778,49.8907,4.7329,3.8117167590538683,899.0,854.0,2,1
139,41,p200,48.5306,40.7833,55.2421,29.0133,0.88734607115826,1.1179882268356933,880.0,856.0,1,0
140,41,p201,43.0505,37.8556,56.3083,34.1141,1.044710725512091,1.2947222568791215,880.0,859.0,1,0
141,41,p202,48.7782,40.1929,55.273999999999994,29.8948,1.1571931774772959,1.1308191949432171,894.0,867.0,1,1
142,42,v301,37.4384,21.8351,87.6773,53.8062,0.4321,2.752431671600109,942.0,894.0,2,1
143,42,p329,56.7425,40.3827,65.10300000000001,35.9537,1.1035641168504893,0.8886881819063983,925.0,902.0,1,1
144,42,p330,56.7281,39.5448,64.749,36.2619,0.7420330181332903,0.829116049601627,929.0,906.0,1,1
145,43,v53,32.1812,20.2009,79.3852,49.1607,4.9618,3.824219458322752,954.0,917.0,2,1
146,43,p205,47.1471,38.9338,49.637,25.0748,0.7397172703134625,1.4026840160383574,933.0,904.0,1,1
147,43,p206,45.2708,39.0135,49.1984,25.4609,1.104420141974964,1.2349048387182753,934.0,908.0,1,1
148,44,v55,28.0763,16.3689,81.5833,50.4055,3.1824,3.8591260303631136,964.0,929.0,2,1
149,44,p209,43.078,34.2278,38.5949,19.0552,0.5797047869390074,1.489822495552044,953.0,896.0,1,1
150,44,p210,41.1108,33.9436,38.2183,19.2608,0.26026803491785155,1.3852736418917124,958.0,910.0,1,1
151,45,v55,28.0763,16.3689,81.5833,50.4055,3.1824,3.8591260303631136,964.0,929.0,2,1
152,45,p301,72.8619,40.7949,65.7836,49.1628,0.44413350470325924,0.9529330488404757,979.0,945.0,1,1
153,46,v84,71.0383,48.0915,30.0832,24.0248,0.2144,1.9426590637147885,1023.0,960.0,2,1
154,46,p301,72.8619,40.7949,65.7836,49.1628,0.44413350470325924,0.9529330488404757,979.0,945.0,1,1
155,46,v330,66.0684,46.5515,61.678999999999995,44.9657,1.0862,1.0286876098993893,974.0,963.0,2,1
156,47,v57,29.2302,17.2828,89.3902,54.8957,3.6498,4.435580395933175,1004.0,972.0,2,1
157,47,p239,54.8056,28.6649,41.9885,37.0529,1.600048711758489,1.2062610518055539,1005.0,972.0,1,1
158,47,p240,54.6402,29.3018,41.3887,36.2172,1.3382498907154823,1.1917212083207913,1006.0,975.0,1,1
159,48,v84,71.0383,48.0915,30.0832,24.0248,0.2144,1.9426590637147885,1023.0,960.0,2,1
160,48,p215,49.7589,40.7404,55.448,30.024,1.2865708297641447,1.2822313655748132,1016.0,997.0,1,0
161,48,p216,48.5165,40.8072,55.2115,28.2439,1.243298556260724,1.2336425786793104,1020.0,997.0,1,0
162,49,v87,73.87899999999999,49.201,30.0417,24.2253,1.9254,2.3395371795910807,1067.0,1014.0,2,1
163,49,p247,49.1138,27.607,43.6153,37.0566,0.947375115780439,1.4054586054929177,1058.0,1034.0,1,1
164,49,p248,49.1312,28.3101,44.1351,37.7965,0.8207751092717177,1.3969119249508213,1058.0,1037.0,1,1
165,49,p251,42.2895,21.3998,44.7689,39.7443,2.1786972185230327,1.67332663518316,1060.0,1037.0,1,0
166,49,p252,42.4151,22.4572,49.0519,40.1198,1.6450358202786952,1.7630447427858646,1064.0,1041.0,1,0
167,50,v58,28.2125,17.2088,76.6976,47.9185,4.1025,3.3585970812793327,1062.0,1020.0,2,1
168,50,p339,75.4792,54.7293,81.4389,47.1666,1.2220473026851293,1.155277758707242,1063.0,1046.0,1,0
169,51,v89,79.9218,52.9073,23.398000000000003,19.9247,4.9873,4.554470332785757,1110.0,1075.0,2,1
170,51,p314,62.2947,36.9405,57.6467,44.4732,1.577200076084198,1.3892342304186556,1087.0,1074.0,1,0
171,51,p343,59.4955,44.8041,64.3742,36.6217,0.63967174394372,1.0042370704814318,1103.0,1075.0,1,1
172,52,v61,26.9933,16.0174,77.5335,48.0101,5.5662,3.928288696409035,1148.0,1105.0,2,1
173,52,v62,28.2703,16.7137,79.77600000000001,48.9343,5.3603,3.930716901601894,1153.0,1110.0,2,1
174,52,p261,55.775,35.8488,50.423,41.9162,1.568557458303648,1.3942810266937178,1132.0,1120.0,1,0
175,52,p262,56.0682,36.6817,54.282,39.4064,1.6395257667996561,1.6332861526331512,1125.0,1121.0,1,0
176,53,v64,29.9987,17.9436,78.7741,48.6101,1.9357,2.9895475005376535,1171.0,1123.0,2,1
177,53,p221,38.7394,34.6058,44.2609,19.2042,1.2341461542297167,1.5477355813850837,1155.0,1130.0,1,1
178,54,v65,17.9994,7.8073,77.9328,48.3139,5.7964,4.975885706355134,1177.0,1144.0,2,1
179,54,p317,66.2186,36.4838,65.4346,49.8859,0.7923043417778297,1.2611688944092907,1186.0,1161.0,1,1
180,55,v90,75.736,49.7207,23.2343,19.3566,4.0355,3.551410320891749,1127.0,1083.0,2,1
181,55,p344,57.4153,42.7911,59.7701,35.59,0.8291097936944178,0.9122492285722856,1128.0,1106.0,1,1
182,56,v59,23.0711,12.6614,78.9154,48.9586,4.1558,3.9274627866430682,1110.0,1071.0,2,1
183,56,p340,57.6628,43.6104,63.6345,34.722,0.9874926835171995,0.9929782597548344,1094.0,1071.0,1,1
184,56,p343,59.4955,44.8041,64.3742,36.6217,0.63967174394372,1.0042370704814318,1103.0,1075.0,1,1
185,57,v91,75.5565,50.0972,25.9262,21.0913,0.9456,2.2243835865168875,1157.0,1093.0,2,1
186,57,p260,56.1623,35.5627,54.2893,39.3006,1.092949221144331,1.3268399205344237,1119.0,1113.0,1,0
187,57,p344,57.4153,42.7911,59.7701,35.59,0.8291097936944178,0.9122492285722856,1128.0,1106.0,1,1
188,58,v78,67.8532,45.5063,25.9268,21.7486,2.4666,2.824270809739384,883.0,841.0,2,1
189,58,p294,64.516,36.0992,58.611999999999995,45.2242,0.6811496531600086,1.109093022231142,864.0,822.0,1,1
190,58,p326,58.9668,44.8667,64.4873,34.844,0.7627347900810608,1.151832528582132,873.0,847.0,1,1
191,58,p328,57.7143,44.2127,63.5712,34.0413,0.7979026319044198,1.0773797581383262,874.0,846.0,1,1
192,59,v85,71.8303,47.9783,28.0524,22.6836,1.0488,3.2956095954813796,1030.0,998.0,2,1
193,59,p217,45.1574,38.4151,42.5652,21.7867,1.2138868645800565,1.466327272365575,1059.0,1003.0,1,1
194,59,p218,44.7376,38.0247,42.6552,22.4923,1.2865719295865272,1.3216769102136525,1059.0,1005.0,1,1
195,60,v57,29.2302,17.2828,89.3902,54.8957,3.6498,4.435580395933175,1004.0,972.0,2,1
196,60,p304,68.60600000000001,39.2625,57.7545,44.8925,1.7821700480032763,1.5162943386781202,1002.0,983.0,1,0
197,60,p305,63.4838,35.0243,57.4123,43.7081,0.9440102382919371,0.9556643895569974,1007.0,982.0,1,1
198,61,v89,79.9218,52.9073,23.398000000000003,19.9247,4.9873,4.554470332785757,1110.0,1075.0,2,1
199,61,p343,59.4955,44.8041,64.3742,36.6217,0.63967174394372,1.0042370704814318,1103.0,1075.0,1,1
200,62,v87,73.87899999999999,49.201,30.0417,24.2253,1.9254,2.3395371795910807,1067.0,1014.0,2,1
201,62,p217,45.1574,38.4151,42.5652,21.7867,1.2138868645800565,1.466327272365575,1059.0,1003.0,1,1
202,62,p218,44.7376,38.0247,42.6552,22.4923,1.2865719295865272,1.3216769102136525,1059.0,1005.0,1,1
203,63,v116,75.4476,50.263000000000005,24.1358,20.2147,3.0747,3.0273524586439438,1228.0,1181.0,2,1
204,63,p273,55.6667,36.5281,52.9873,40.2843,1.3925795955707523,1.3261851007498726,1202.0,1195.0,1,0
205,63,p464,57.8248,43.3894,67.7887,37.2491,0.7431585631613216,0.9431652659679441,1224.0,1197.0,1,1
206,64,v119,77.9733,51.7028,24.4449,20.3981,4.5707,6.2736389789523255,1247.0,1227.0,2,1
207,64,p467,66.6604,48.383,76.2069,42.4013,0.24285067428360171,1.1090966018594282,1254.0,1215.0,1,1
208,65,v121,64.7638,43.836000000000006,22.6988,19.0204,2.1533,4.3960308391165315,1300.0,1277.0,2,1
209,65,p349,50.2852,40.9671,55.1,29.8998,0.9458310737124257,1.3515493005281531,1295.0,1273.0,1,1
210,65,p350,49.216,40.5503,54.9768,29.1711,0.8001877092282785,1.3128921979923425,1296.0,1273.0,1,1
211,66,v122,74.8944,50.1147,25.4396,20.9886,5.3485,5.269218083513932,1311.0,1288.0,2,1
212,66,p386,55.7301,36.8915,53.7571,39.5747,1.6516807258062922,1.6606410921440435,1297.0,1293.0,1,0
213,67,v96,24.4023,13.1663,78.0288,47.6962,2.7897,2.5057999584581423,1371.0,1299.0,2,1
214,67,p388,54.95,30.6837,49.435,41.2003,1.1466958663917823,1.420868228980986,1331.0,1313.0,1,0
215,68,v96,24.4023,13.1663,78.0288,47.6962,2.7897,2.5057999584581423,1371.0,1299.0,2,1
216,68,p393,54.1188,30.8022,50.6083,41.6084,1.0089636861651663,1.2509472124443637,1369.0,1351.0,1,1
217,69,v308,41.5872,27.0289,62.1043,38.6274,0.1151,1.341910655933884,1377.0,1330.0,2,1
218,69,p394,54.3139,29.7042,49.7526,41.631,1.3732851779583148,1.2847948185316942,1386.0,1366.0,1,1
219,70,v126,72.1115,48.4178,23.935,20.0948,2.8582,3.8462309477324723,1400.0,1364.0,2,1
220,70,v127,77.8623,51.5443,27.1128,22.1091,3.2213,2.336304518884647,1427.0,1366.0,2,1
221,70,p469,60.1541,46.4442,67.7944,37.3778,0.48226234561698883,1.3325358907925409,1385.0,1359.0,1,1
222,70,p470,59.5283,44.7119,67.8141,36.4769,0.5137385035210034,1.4250627501489588,1383.0,1359.0,1,1
223,71,v97,27.7073,15.9826,77.1907,47.0992,3.4641,1.5856504361965813,1423.0,1315.0,2,1
224,71,v98,32.9259,20.3547,75.582,48.0286,0.4499,1.7143221068777112,1427.0,1361.0,2,1
225,71,p353,42.0348,34.4722,56.1716,33.9924,1.2106990542657579,1.30722437500935,1384.0,1360.0,1,0
226,71,p354,48.8709,40.8909,55.0099,29.6369,0.8767030968349547,1.0637814768699214,1393.0,1369.0,1,0
227,71,p355,48.2353,40.888000000000005,54.5183,29.2088,0.9198512271014264,1.148052512673729,1392.0,1369.0,1,0
228,71,p394,54.3139,29.7042,49.7526,41.631,1.3732851779583148,1.2847948185316942,1386.0,1366.0,1,1
229,72,v127,77.8623,51.5443,27.1128,22.1091,3.2213,2.336304518884647,1427.0,1366.0,2,1
230,72,p396,56.0698,36.5104,52.7494,40.6594,1.2047498329528832,1.186330628044662,1401.0,1392.0,1,0
231,73,v128,73.7418,49.6576,25.1782,20.9245,1.7279,2.2777434975818704,1450.0,1387.0,2,1
232,73,v129,73.7102,49.2089,23.6542,19.5558,1.2777,2.444026671634266,1454.0,1394.0,2,1
233,73,p437,66.3427,35.9467,57.8255,44.7619,0.8251408122254044,1.0352128380652459,1416.0,1356.0,1,1
234,74,v99,19.8744,10.0174,75.9797,48.2834,7.0533,3.795471157535624,1438.0,1385.0,2,1
235,74,p439,67.0666,36.429,61.7144,48.5005,1.3136505509457224,1.4025837878451413,1443.0,1424.0,1,0
236,74,p471,64.9671,47.6243,64.357,35.0107,1.161645199706003,1.109072409844561,1433.0,1402.0,1,1
237,74,p472,64.9269,48.3125,63.2638,36.445,1.2450640867039737,1.10866559711979,1431.0,1401.0,1,1
238,75,v128,73.7418,49.6576,25.1782,20.9245,1.7279,2.2777434975818704,1450.0,1387.0,2,1
239,75,v129,73.7102,49.2089,23.6542,19.5558,1.2777,2.444026671634266,1454.0,1394.0,2,1
240,75,p399,49.0496,26.0474,48.708,40.4412,1.3450301595131613,1.4510340588903115,1444.0,1424.0,1,0
241,75,p400,43.2791,24.1007,45.3042,39.3177,0.8595489805706247,1.2946836496307816,1446.0,1404.0,1,1
242,76,v101,18.3789,8.1624,76.3091,48.4061,5.6123,3.968366749861756,1479.0,1432.0,2,1
243,76,p473,57.9934,43.9421,64.0189,34.4516,0.8092586545721955,1.2305647631653844,1467.0,1442.0,1,1
244,77,v104,25.5268,14.7639,76.5227,46.9076,2.0301,2.3539096650767037,1516.0,1459.0,2,1
245,77,p401,36.4552,17.2879,26.7746,25.7779,0.9018071911445373,1.2196254463311882,1479.0,1457.0,1,0
246,78,v103,28.5589,16.6865,79.8051,50.2212,3.7428,3.095758778630835,1498.0,1453.0,2,1
247,78,p402,54.6709,30.9852,50.2222,41.9629,2.0340374283675313,1.7331880326918119,1482.0,1468.0,1,0
